"Hierarchy Level","Page Type","Page Path","Page ID","Page Title","Full URL","Taxonomy Level 1","Taxonomy Level 2","Taxonomy Level 3","Taxonomy Level 4","Taxonomy Level 5","Taxonomy Level 6","Taxonomy URL Level 1","Taxonomy URL Level 2","Taxonomy URL Level 3","Taxonomy URL Level 4","Taxonomy URL Level 5","Taxonomy URL Level 6","Toggle URL",hasBenefitCategory,"Page Language",Categories
4,"Content Page",/when-to-vote,1963,"Find out when to vote",https://www.usa.gov/when-to-vote,Home,"Voting and elections","How, when, and where to vote","Find out when to vote","Find out when to vote","Find out when to vote",/,/voting-and-elections,/how-to-vote,/when-to-vote,/when-to-vote,/when-to-vote,https://www.usa.gov/es/cuando-votar,,"USAGov English"
3,"Content Page",/child-care-head-start,1964,"Get help with child care costs and learn about Head Start",https://www.usa.gov/child-care-head-start,Home,Education,"Get help with child care costs and learn about Head Start","Get help with child care costs and learn about Head Start","Get help with child care costs and learn about Head Start","Get help with child care costs and learn about Head Start",/,/education,/child-care-head-start,/child-care-head-start,/child-care-head-start,/child-care-head-start,https://www.usa.gov/es/guarderia-head-start,1,"USAGov English","Children and families; Education"
5,"Content Page",/features/passports-for-the-whole-family,1965,"How to get passports for the whole family",https://www.usa.gov/features/passports-for-the-whole-family,Home,"About USAGov","Partner with USAGov","USAGov feature articles","How to get passports for the whole family","How to get passports for the whole family",/,/about,/partner-with-usagov,/features,/features/passports-for-the-whole-family,/features/passports-for-the-whole-family,https://www.usa.gov/es/articulos/pasaportes-para-toda-la-familia,,"USAGov English"
5,"Content Page",/es/articulos/pasaportes-para-toda-la-familia,1966,"Cómo obtener el pasaporte estadounidense para usted y para toda su familia",https://www.usa.gov/es/articulos/pasaportes-para-toda-la-familia,"Página principal","Acerca de USAGov en Español","Colabore con nosotros","Artículos de interés","Cómo obtener el pasaporte estadounidense para usted y para toda su familia","Cómo obtener el pasaporte estadounidense para usted y para toda su familia",/es/,/es/acerca-de-usagov-en-espanol,/es/colabore-con-nosotros,/es/articulos,/es/articulos/pasaportes-para-toda-la-familia,/es/articulos/pasaportes-para-toda-la-familia,https://www.usa.gov/features/passports-for-the-whole-family,,"USAGov en Español"
3,"Content Page",/es/guarderia-head-start,1971,"Obtenga ayuda con el costo del cuidado de niños y aprenda sobre “Head Start”",https://www.usa.gov/es/guarderia-head-start,"Página principal","Beneficios del Gobierno","Guardería y &quot;Head Start&quot;","Guardería y &quot;Head Start&quot;","Guardería y &quot;Head Start&quot;","Guardería y &quot;Head Start&quot;",/es/,/es/beneficios-gobierno,/es/guarderia-head-start,/es/guarderia-head-start,/es/guarderia-head-start,/es/guarderia-head-start,https://www.usa.gov/child-care-head-start,1,"USAGov en Español","Educación; Niños y familias"
4,"Content Page",/itin,1972,"Get an Individual Taxpayer Identification Number (ITIN) to file your tax return",https://www.usa.gov/itin,Home,Taxes,"Filing federal taxes","Individual Taxpayer Identification Number","Individual Taxpayer Identification Number","Individual Taxpayer Identification Number",/,/taxes,/file-federal-taxes,/itin,/itin,/itin,https://www.usa.gov/es/solicitar-numero-de-identificacion-personal-del-contribuyente-ITIN,,"USAGov English"
3,"State Office Page",/es/oficina-elecciones-estatal-local,1973,"Directorio de oficinas de elecciones estatales y locales",https://www.usa.gov/es/oficina-elecciones-estatal-local,"Página principal","Votaciones y elecciones","Encuentre su oficina de elecciones estatal o local","Encuentre su oficina de elecciones estatal o local","Encuentre su oficina de elecciones estatal o local","Encuentre su oficina de elecciones estatal o local",/es/,/es/votaciones-y-elecciones,/es/oficina-elecciones-estatal-local,/es/oficina-elecciones-estatal-local,/es/oficina-elecciones-estatal-local,/es/oficina-elecciones-estatal-local,https://www.usa.gov/state-election-office,,"USAGov en Español"
4,"Content Page",/es/cuando-votar,1974,"Cuándo son las elecciones en Estados Unidos",https://www.usa.gov/es/cuando-votar,"Página principal","Votaciones y elecciones","Cómo, dónde y cuándo votar","Cuándo son las elecciones","Cuándo son las elecciones","Cuándo son las elecciones",/es/,/es/votaciones-y-elecciones,/es/como-votar-en-estados-unidos,/es/cuando-votar,/es/cuando-votar,/es/cuando-votar,https://www.usa.gov/when-to-vote,,"USAGov en Español"
4,bears_life_event,/benefit-finder/death,1978,"Benefit finder: death of a loved one",https://www.usa.gov/benefit-finder/death,Home,"Government benefits","Find government benefits and financial help","Death of a loved one","Death of a loved one","Death of a loved one",/,/benefits,/benefit-finder,/benefit-finder/death,/benefit-finder/death,/benefit-finder/death,https://www.usa.gov/es/buscador-beneficios/muerte,,"USAGov English"
4,bears_life_event,/es/buscador-beneficios/muerte,1979,"Buscador beneficios: muerte",https://www.usa.gov/es/buscador-beneficios/muerte,"Página principal","Beneficios del Gobierno","Encuentre beneficios y ayuda económica","Muerte de un ser querido","Muerte de un ser querido","Muerte de un ser querido",/es/,/es/beneficios-gobierno,/es/buscador-beneficios,/es/buscador-beneficios/muerte,/es/buscador-beneficios/muerte,/es/buscador-beneficios/muerte,https://www.usa.gov/benefit-finder/death,,"USAGov en Español"
4,bears_life_event,/benefit-finder/retirement,1980,"Benefit finder: retirement",https://www.usa.gov/benefit-finder/retirement,Home,"Government benefits","Find government benefits and financial help",Retirement,Retirement,Retirement,/,/benefits,/benefit-finder,/benefit-finder/retirement,/benefit-finder/retirement,/benefit-finder/retirement,https://www.usa.gov/es/buscador-beneficios/jubilacion,,"USAGov English"
4,bears_life_event,/es/buscador-beneficios/jubilacion,1981,"Buscador beneficios: jubilación",https://www.usa.gov/es/buscador-beneficios/jubilacion,"Página principal","Beneficios del Gobierno","Encuentre beneficios y ayuda económica",Jubilación,Jubilación,Jubilación,/es/,/es/beneficios-gobierno,/es/buscador-beneficios,/es/buscador-beneficios/jubilacion,/es/buscador-beneficios/jubilacion,/es/buscador-beneficios/jubilacion,https://www.usa.gov/benefit-finder/retirement,,"USAGov en Español"
4,bears_life_event,/benefit-finder/disability,1982,"Benefit finder: disability",https://www.usa.gov/benefit-finder/disability,Home,"Government benefits","Find government benefits and financial help",Disability,Disability,Disability,/,/benefits,/benefit-finder,/benefit-finder/disability,/benefit-finder/disability,/benefit-finder/disability,https://www.usa.gov/es/buscador-beneficios/discapacidad,,"USAGov English"
4,bears_life_event,/es/buscador-beneficios/discapacidad,1983,"Buscador beneficios: discapacidad",https://www.usa.gov/es/buscador-beneficios/discapacidad,"Página principal","Beneficios del Gobierno","Encuentre beneficios y ayuda económica",Discapacidad,Discapacidad,Discapacidad,/es/,/es/beneficios-gobierno,/es/buscador-beneficios,/es/buscador-beneficios/discapacidad,/es/buscador-beneficios/discapacidad,/es/buscador-beneficios/discapacidad,https://www.usa.gov/benefit-finder/disability,,"USAGov en Español"
5,"Content Page",/features/improving-mens-health,1986,"Improving men’s health",https://www.usa.gov/features/improving-mens-health,Home,"About USAGov","Partner with USAGov","USAGov feature articles","Improving men’s health","Improving men’s health",/,/about,/partner-with-usagov,/features,/features/improving-mens-health,/features/improving-mens-health,https://www.usa.gov/es/articulos/mejorando-la-salud-de-los-hombres,,"USAGov English"
5,"Content Page",/es/articulos/mejorando-la-salud-de-los-hombres,1987,"Mejorando la salud de los hombres",https://www.usa.gov/es/articulos/mejorando-la-salud-de-los-hombres,"Página principal","Acerca de USAGov en Español","Colabore con nosotros","Artículos de interés","Mejorando la salud de los hombres","Mejorando la salud de los hombres",/es/,/es/acerca-de-usagov-en-espanol,/es/colabore-con-nosotros,/es/articulos,/es/articulos/mejorando-la-salud-de-los-hombres,/es/articulos/mejorando-la-salud-de-los-hombres,https://www.usa.gov/features/improving-mens-health,,"USAGov en Español"
4,"Content Page",/es/alertas-viaje-programa-registro-viajeros-inteligentes-step,2221,"Revise las alertas de viaje y regístrese en el programa STEP",https://www.usa.gov/es/alertas-viaje-programa-registro-viajeros-inteligentes-step,"Página principal",Viajes,"Estadounidenses que viajan al extranjero","Alertas de viaje y registro en STEP","Alertas de viaje y registro en STEP","Alertas de viaje y registro en STEP",/es/,/es/viajes,/es/estadounidenses-viajes-extranjero,/es/alertas-viaje-programa-registro-viajeros-inteligentes-step,/es/alertas-viaje-programa-registro-viajeros-inteligentes-step,/es/alertas-viaje-programa-registro-viajeros-inteligentes-step,https://www.usa.gov/travel-advisory,,"USAGov en Español"
3,"Content Page",/es/viajes-dinero,2222,"Con cuánto dinero se puede viajar hacia o fuera de EE. UU.",https://www.usa.gov/es/viajes-dinero,"Página principal",Viajes,"Con cuánto dinero puedo entrar o salir de EE. UU.","Con cuánto dinero puedo entrar o salir de EE. UU.","Con cuánto dinero puedo entrar o salir de EE. UU.","Con cuánto dinero puedo entrar o salir de EE. UU.",/es/,/es/viajes,/es/viajes-dinero,/es/viajes-dinero,/es/viajes-dinero,/es/viajes-dinero,https://www.usa.gov/travel-money,,"USAGov en Español"
5,"Content Page",/pra-statement-helpfulness,2224,"Paperwork Reduction Act statement for page helpfulness survey",https://www.usa.gov/pra-statement-helpfulness,Home,"About USAGov","Website policies and notices","Paperwork Reduction Act statements","PRA statement page survey","PRA statement page survey",/,/about,/website-policies-and-notices,/paperwork-reduction-act-statements,/pra-statement-helpfulness,/pra-statement-helpfulness,https://www.usa.gov/es/declaracion-ley-reduccion-del-papeleo-utilidad,,"USAGov English"
5,"Content Page",/pra-statement-csat,2225,"Paperwork Reduction Act statement for customer satisfaction survey",https://www.usa.gov/pra-statement-csat,Home,"About USAGov","Website policies and notices","Paperwork Reduction Act statements","PRA statement CSAT survey","PRA statement CSAT survey",/,/about,/website-policies-and-notices,/paperwork-reduction-act-statements,/pra-statement-csat,/pra-statement-csat,https://www.usa.gov/es/declaracion-ley-reduccion-del-papeleo-satisfaccion-del-cliente-csat,,"USAGov English"
5,"Content Page",/features/how-to-change-careers,2226,"How to change careers",https://www.usa.gov/features/how-to-change-careers,Home,"About USAGov","Partner with USAGov","USAGov feature articles","How to change careers","How to change careers",/,/about,/partner-with-usagov,/features,/features/how-to-change-careers,/features/how-to-change-careers,https://www.usa.gov/es/articulos/como-cambiar-de-profesion,,"USAGov English"
5,"Content Page",/es/articulos/como-cambiar-de-profesion,2227,"Como cambiar de profesión",https://www.usa.gov/es/articulos/como-cambiar-de-profesion,"Página principal","Acerca de USAGov en Español","Colabore con nosotros","Artículos de interés","Como cambiar de profesión","Como cambiar de profesión",/es/,/es/acerca-de-usagov-en-espanol,/es/colabore-con-nosotros,/es/articulos,/es/articulos/como-cambiar-de-profesion,/es/articulos/como-cambiar-de-profesion,https://www.usa.gov/features/how-to-change-careers,,"USAGov en Español"
5,"Content Page",/es/declaracion-ley-reduccion-del-papeleo-utilidad,2228,"Declaración de la Ley de Reducción de Papeleo para la encuesta sobre utilidad de la página",https://www.usa.gov/es/declaracion-ley-reduccion-del-papeleo-utilidad,"Página principal","Acerca de USAGov en Español","Políticas y avisos del sitio web","Declaraciones de la Ley de Reducción del Papeleo (PRA)","Declaración para encuesta sobre utilidad de la página","Declaración para encuesta sobre utilidad de la página",/es/,/es/acerca-de-usagov-en-espanol,/es/politicas-avisos-del-sitio-web,/es/declaraciones-ley-reduccion-del-papeleo,/es/declaracion-ley-reduccion-del-papeleo-utilidad,/es/declaracion-ley-reduccion-del-papeleo-utilidad,https://www.usa.gov/pra-statement-helpfulness,,"USAGov en Español"
5,"Content Page",/es/declaracion-ley-reduccion-del-papeleo-satisfaccion-del-cliente-csat,2229,"Declaración de la Ley de Reducción de Papeleo para la encuesta sobre satisfacción del cliente",https://www.usa.gov/es/declaracion-ley-reduccion-del-papeleo-satisfaccion-del-cliente-csat,"Página principal","Acerca de USAGov en Español","Políticas y avisos del sitio web","Declaraciones de la Ley de Reducción del Papeleo (PRA)","Declaración para encuesta sobre satisfacción del cliente","Declaración para encuesta sobre satisfacción del cliente",/es/,/es/acerca-de-usagov-en-espanol,/es/politicas-avisos-del-sitio-web,/es/declaraciones-ley-reduccion-del-papeleo,/es/declaracion-ley-reduccion-del-papeleo-satisfaccion-del-cliente-csat,/es/declaracion-ley-reduccion-del-papeleo-satisfaccion-del-cliente-csat,https://www.usa.gov/pra-statement-csat,,"USAGov en Español"
4,"Navigation Page",/paperwork-reduction-act-statements,2230,"Paperwork Reduction Act statements",https://www.usa.gov/paperwork-reduction-act-statements,Home,"About USAGov","Website policies and notices","Paperwork Reduction Act statements","Paperwork Reduction Act statements","Paperwork Reduction Act statements",/,/about,/website-policies-and-notices,/paperwork-reduction-act-statements,/paperwork-reduction-act-statements,/paperwork-reduction-act-statements,https://www.usa.gov/es/declaraciones-ley-reduccion-del-papeleo,,"USAGov English"
4,"Navigation Page",/es/declaraciones-ley-reduccion-del-papeleo,2231,"Declaraciones de la Ley de Reducción del Papeleo",https://www.usa.gov/es/declaraciones-ley-reduccion-del-papeleo,"Página principal","Acerca de USAGov en Español","Políticas y avisos del sitio web","Declaraciones de la Ley de Reducción del Papeleo (PRA)","Declaraciones de la Ley de Reducción del Papeleo (PRA)","Declaraciones de la Ley de Reducción del Papeleo (PRA)",/es/,/es/acerca-de-usagov-en-espanol,/es/politicas-avisos-del-sitio-web,/es/declaraciones-ley-reduccion-del-papeleo,/es/declaraciones-ley-reduccion-del-papeleo,/es/declaraciones-ley-reduccion-del-papeleo,https://www.usa.gov/paperwork-reduction-act-statements,,"USAGov en Español"
